Mode,Weather,Platform,Case,Scenario,Objective,UnservedCount,ServedCustomers,TotalCustomers
Dynamic,Real,Single,R202_25.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",2095.5498,0,25,25
Dynamic,Real,Single,R202_25.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",2077.0367,0,25,25
Dynamic,Real,Single,R202_25.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",3165.187,0,25,25
Dynamic,Real,Single,C102_50.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",3068.598,0,50,50
Dynamic,Real,Single,C102_50.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",3067.6962,0,50,50
Dynamic,Real,Single,C102_50.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",3114.0812,0,50,50
Dynamic,Real,Single,C202_50.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",3272.3713,0,50,50
Dynamic,Real,Single,C202_50.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",3277.0421,0,50,50
Dynamic,Real,Single,C202_50.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",3220.1191,0,50,50
Dynamic,Real,Single,R101_50.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",8221.1856,4,46,50
Dynamic,Real,Single,R101_50.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",7653.3936,0,50,50
Dynamic,Real,Single,R101_50.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",7552.9546,0,50,50
Dynamic,Real,Single,R201_50.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",4122.8017,0,50,50
Dynamic,Real,Single,R201_50.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",4163.8788,0,50,50
Dynamic,Real,Single,R201_50.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",5775.835,0,50,50
Dynamic,Real,Single,C101_100.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",6264.431,0,100,100
Dynamic,Real,Single,C101_100.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",6262.0456,0,100,100
Dynamic,Real,Single,C101_100.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",9483.5848,3,97,100
Dynamic,Real,Single,C201_100.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",6542.6454,17,83,100
Dynamic,Real,Single,C201_100.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",6519.4288,0,100,100
Dynamic,Real,Single,C201_100.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",6413.7453,0,100,100
Dynamic,Real,Single,R102_100.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",11496.8706,0,100,100
Dynamic,Real,Single,R102_100.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",11364.8034,0,100,100
Dynamic,Real,Single,R102_100.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",10769.0422,0,100,100
Dynamic,Real,Single,R202_100.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",6087.5092,0,100,100
Dynamic,Real,Single,R202_100.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",5517.0626,0,100,100
Dynamic,Real,Single,R202_100.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",7737.3017,0,100,100
Dynamic,Real,Multi,C101_25.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",1809.8302,0,25,25
Dynamic,Real,Multi,C101_25.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",1809.0817,0,25,25
Dynamic,Real,Multi,C101_25.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",1808.072,0,25,25
Dynamic,Real,Multi,C201_25.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",1909.0793,0,25,25
Dynamic,Real,Multi,C201_25.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",1910.488,0,25,25
Dynamic,Real,Multi,C201_25.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",1901.2625,0,25,25
Dynamic,Real,Multi,R102_25.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",4273.5625,0,25,25
Dynamic,Real,Multi,R102_25.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",4263.7589,0,25,25
Dynamic,Real,Multi,R102_25.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",4202.9292,0,25,25
Dynamic,Real,Multi,R202_25.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",2064.9261,0,25,25
Dynamic,Real,Multi,R202_25.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",2054.812,0,25,25
Dynamic,Real,Multi,R202_25.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",2548.1263,0,25,25
Dynamic,Real,Multi,C102_50.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",3015.3524,0,50,50
Dynamic,Real,Multi,C102_50.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",3014.3127,0,50,50
Dynamic,Real,Multi,C102_50.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",3010.8682,0,50,50
Dynamic,Real,Multi,C202_50.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",3213.4394,0,50,50
Dynamic,Real,Multi,C202_50.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",3220.387,0,50,50
Dynamic,Real,Multi,C202_50.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",3157.1451,0,50,50
Dynamic,Real,Multi,R101_50.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",7535.2113,0,50,50
Dynamic,Real,Multi,R101_50.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",7502.6873,0,50,50
Dynamic,Real,Multi,R101_50.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",7419.2422,0,50,50
Dynamic,Real,Multi,R201_50.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",4041.2208,0,50,50
Dynamic,Real,Multi,R201_50.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",4048.4203,0,50,50
Dynamic,Real,Multi,R201_50.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",5111.093,0,50,50
Dynamic,Real,Multi,C101_100.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",6133.7807,0,100,100
Dynamic,Real,Multi,C101_100.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",6131.0585,0,100,100
Dynamic,Real,Multi,C101_100.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",6127.187,0,100,100
Dynamic,Real,Multi,C201_100.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",6352.9197,0,100,100
Dynamic,Real,Multi,C201_100.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",6353.7071,11,89,100
Dynamic,Real,Multi,C201_100.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",6293.354,0,100,100
Dynamic,Real,Multi,R102_100.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",11724.0308,0,100,100
Dynamic,Real,Multi,R102_100.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",11101.1344,0,100,100
Dynamic,Real,Multi,R102_100.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",11120.908,0,100,100
Dynamic,Real,Multi,R202_100.txt,"固定00:00调度/温度参考06:00(-18.0°C,η=0.41)",5456.7077,0,100,100
Dynamic,Real,Multi,R202_100.txt,"固定00:00调度/温度参考08:00(-18.1°C,η=0.41)",5420.4113,0,100,100
Dynamic,Real,Multi,R202_100.txt,"固定00:00调度/温度参考14:00(-3.1°C,η=0.69)",7064.8544,0,100,100
